Country,Country_Code,Region,Year,Month,Flight_Capacity,Passengers,Load_Factor,Average_Ticket_Price,Revenue,Tourism_Maturity
Turkey,TUR,Middle East,2020,11,131042,113134,0.863,403.59,45659516.79,emerging
Turkey,TUR,Middle East,2020,12,140228,92054,0.656,627.59,57772348.74,emerging
Turkey,TUR,Middle East,2021,1,190874,167007,0.875,423.54,70734323.12,emerging
Turkey,TUR,Middle East,2021,2,276632,166158,0.601,470.41,78162654.15,emerging
Turkey,TUR,Middle East,2021,3,307869,232121,0.754,462.79,107422571.83,emerging
Turkey,TUR,Middle East,2021,4,244489,178070,0.728,437.72,77945527.69,emerging
Turkey,TUR,Middle East,2021,5,247426,164185,0.664,400.4,65740056.31,emerging
Turkey,TUR,Middle East,2021,6,162981,154373,0.947,598.72,92425505.01,emerging
Turkey,TUR,Middle East,2021,7,142415,126453,0.888,615.81,77871126.37,emerging
Turkey,TUR,Middle East,2021,8,179713,142352,0.792,647.22,92133638.75,emerging
Turkey,TUR,Middle East,2021,9,270635,165648,0.612,470.54,77944627.53,emerging
Turkey,TUR,Middle East,2021,10,284957,200130,0.702,383.41,76732440.73,emerging
Turkey,TUR,Middle East,2021,11,404570,325387,0.804,461.96,150317399.15,emerging
Turkey,TUR,Middle East,2021,12,331518,210996,0.636,594.27,125388584.41,emerging
Turkey,TUR,Middle East,2022,1,405730,286741,0.707,387.99,111251501.4,emerging
Turkey,TUR,Middle East,2022,2,366539,315855,0.862,406.6,128428130.1,emerging
Turkey,TUR,Middle East,2022,3,461648,378384,0.82,360.51,136411622.24,emerging
Turkey,TUR,Middle East,2022,4,389519,273314,0.702,389.42,106433299.4,emerging
Turkey,TUR,Middle East,2022,5,305773,284316,0.93,425.65,121019902.67,emerging
Turkey,TUR,Middle East,2022,6,280539,189357,0.675,571.39,108197204.45,emerging
Turkey,TUR,Middle East,2022,7,262296,202885,0.773,701.13,142248229.01,emerging
Turkey,TUR,Middle East,2022,8,182246,167803,0.921,614.78,103161954.68,emerging
Turkey,TUR,Middle East,2022,9,278772,233940,0.839,467.58,109386100.85,emerging
Turkey,TUR,Middle East,2022,10,344087,325340,0.946,454.1,147736448.22,emerging
Turkey,TUR,Middle East,2022,11,434344,283606,0.653,412.99,117126935.69,emerging
Turkey,TUR,Middle East,2022,12,333909,258096,0.773,680.74,175696448.49,emerging
Israel,ISR,Middle East,2018,1,110285,82997,0.753,1796.72,149122272.85,mature
Israel,ISR,Middle East,2018,2,113180,78618,0.695,1899.2,149311563.63,mature
Israel,ISR,Middle East,2018,3,138131,120129,0.87,2354.78,282877190.47,mature
Israel,ISR,Middle East,2018,4,120564,110896,0.92,2000.78,221878194.02,mature
Israel,ISR,Middle East,2018,5,67780,54533,0.805,1731.13,94403736.62,mature
Israel,ISR,Middle East,2018,6,61806,37138,0.601,2735.26,101582118.74,mature
Israel,ISR,Middle East,2018,7,57843,42668,0.738,2897.6,123634585.42,mature
Israel,ISR,Middle East,2018,8,65068,54413,0.836,3385.33,184206032.9,mature
Israel,ISR,Middle East,2018,9,75820,52716,0.695,1799.13,94843017.58,mature
Israel,ISR,Middle East,2018,10,128085,114586,0.895,1838.51,210667723.42,mature
Israel,ISR,Middle East,2018,11,148719,116624,0.784,1812.93,211431382.47,mature
Israel,ISR,Middle East,2018,12,109793,85860,0.782,2604.24,223599861.86,mature
Israel,ISR,Middle East,2019,1,103841,90827,0.875,2078.25,188761060.25,mature
Israel,ISR,Middle East,2019,2,84933,78565,0.925,1873.37,147181116.03,mature
Israel,ISR,Middle East,2019,3,97493,70596,0.724,2296.98,162157382.68,mature
Israel,ISR,Middle East,2019,4,102630,86082,0.839,2349.69,202266048.26,mature
Israel,ISR,Middle East,2019,5,97287,64249,0.66,2228.49,143178143.77,mature
Israel,ISR,Middle East,2019,6,75314,51320,0.681,2859.8,146764979.86,mature
Israel,ISR,Middle East,2019,7,65272,44609,0.683,2759.04,123078046.91,mature
Israel,ISR,Middle East,2019,8,74494,67656,0.908,2644.51,178917262.66,mature
Israel,ISR,Middle East,2019,9,88305,71748,0.813,2156.2,154702931.91,mature
Israel,ISR,Middle East,2019,10,115710,97074,0.839,2120.0,205796822.04,mature
Israel,ISR,Middle East,2019,11,126532,78605,0.621,1768.01,138974567.38,mature
Israel,ISR,Middle East,2019,12,121771,88348,0.726,2663.16,235284847.47,mature
Israel,ISR,Middle East,2020,1,28485,23814,0.836,2288.0,54486352.26,mature
Israel,ISR,Middle East,2020,2,20861,16460,0.789,1910.99,31454970.12,mature
Israel,ISR,Middle East,2020,3,41344,32757,0.792,2317.73,75921835.71,mature
Israel,ISR,Middle East,2020,4,28946,22129,0.765,1844.33,40813176.65,mature
Israel,ISR,Middle East,2020,5,27509,24723,0.899,2307.8,57055718.64,mature
Israel,ISR,Middle East,2020,6,19735,17448,0.884,2821.24,49224942.2,mature
Israel,ISR,Middle East,2020,7,12030,10818,0.899,2682.69,29021389.41,mature
Israel,ISR,Middle East,2020,8,14877,10768,0.724,2906.27,31294680.81,mature
Israel,ISR,Middle East,2020,9,22751,20133,0.885,1981.61,39895699.99,mature
Israel,ISR,Middle East,2020,10,28649,19842,0.693,2049.92,40674549.45,mature
Israel,ISR,Middle East,2020,11,36557,33528,0.917,2345.99,78656406.11,mature
Israel,ISR,Middle East,2020,12,26674,25247,0.947,2833.66,71541462.29,mature
Israel,ISR,Middle East,2021,1,52193,45338,0.869,1835.09,83199355.45,mature
Israel,ISR,Middle East,2021,2,47239,43620,0.923,2230.72,97303918.53,mature
Israel,ISR,Middle East,2021,3,63916,55729,0.872,2264.38,126191622.14,mature
Israel,ISR,Middle East,2021,4,70237,55507,0.79,2173.7,120655609.5,mature
Israel,ISR,Middle East,2021,5,54573,45897,0.841,2137.21,98091421.12,mature
Israel,ISR,Middle East,2021,6,47934,36799,0.768,3436.67,126465927.95,mature
Israel,ISR,Middle East,2021,7,29966,18905,0.631,3237.93,61213100.49,mature
Israel,ISR,Middle East,2021,8,33305,26192,0.786,2662.39,69733300.66,mature
Israel,ISR,Middle East,2021,9,51021,47470,0.93,2186.14,103776281.3,mature
Israel,ISR,Middle East,2021,10,52620,49457,0.94,1918.07,94862040.93,mature
Israel,ISR,Middle East,2021,11,75352,58348,0.774,2359.01,137643724.92,mature
Israel,ISR,Middle East,2021,12,50809,42875,0.844,2891.26,123962796.21,mature
Israel,ISR,Middle East,2022,1,66973,62101,0.927,2100.46,130440580.5,mature
Israel,ISR,Middle East,2022,2,87380,59779,0.684,2211.19,132182959.85,mature
Israel,ISR,Middle East,2022,3,103620,77796,0.751,2088.91,162508992.11,mature
Israel,ISR,Middle East,2022,4,114565,102690,0.896,2006.93,206091466.04,mature
Israel,ISR,Middle East,2022,5,89205,78008,0.874,1735.69,135397868.5,mature
Israel,ISR,Middle East,2022,6,59109,55833,0.945,3394.58,189529326.01,mature
Israel,ISR,Middle East,2022,7,53465,34066,0.637,3434.88,117012473.86,mature
Israel,ISR,Middle East,2022,8,50738,34401,0.678,3159.87,108702724.78,mature
Israel,ISR,Middle East,2022,9,97768,62504,0.639,2311.1,144453157.06,mature
Israel,ISR,Middle East,2022,10,95085,57499,0.605,2300.71,132288284.72,mature
Israel,ISR,Middle East,2022,11,122686,75230,0.613,1909.74,143669535.47,mature
Israel,ISR,Middle East,2022,12,84107,60734,0.722,3232.74,196337400.25,mature
Jordan,JOR,Middle East,2018,1,47499,44402,0.935,230.68,10242854.74,emerging
Jordan,JOR,Middle East,2018,2,47019,36584,0.778,203.14,7431507.96,emerging
Jordan,JOR,Middle East,2018,3,64436,47100,0.731,178.46,8405352.52,emerging
Jordan,JOR,Middle East,2018,4,43831,27930,0.637,224.78,6278143.05,emerging
Jordan,JOR,Middle East,2018,5,40867,25619,0.627,207.28,5310367.06,emerging
Jordan,JOR,Middle East,2018,6,32900,20546,0.625,304.21,6250338.16,emerging
Jordan,JOR,Middle East,2018,7,34593,21257,0.615,290.68,6178987.7,emerging
Jordan,JOR,Middle East,2018,8,37258,29483,0.791,313.98,9257041.55,emerging
Jordan,JOR,Middle East,2018,9,46760,35138,0.751,217.94,7658073.72,emerging
Jordan,JOR,Middle East,2018,10,59600,54352,0.912,198.09,10766628.44,emerging
Jordan,JOR,Middle East,2018,11,71327,56005,0.785,222.73,12473942.18,emerging
Jordan,JOR,Middle East,2018,12,70022,49648,0.709,265.68,13190449.56,emerging
Jordan,JOR,Middle East,2019,1,60669,42525,0.701,227.9,9691412.87,emerging
Jordan,JOR,Middle East,2019,2,58848,39041,0.663,224.67,8771231.41,emerging
Jordan,JOR,Middle East,2019,3,51080,35301,0.691,195.66,6907135.05,emerging
Jordan,JOR,Middle East,2019,4,68991,49306,0.715,199.26,9824848.75,emerging
Jordan,JOR,Middle East,2019,5,42135,33749,0.801,193.69,6536926.8,emerging
Jordan,JOR,Middle East,2019,6,44190,32943,0.746,289.28,9529767.35,emerging
Jordan,JOR,Middle East,2019,7,32558,20938,0.643,265.17,5552146.1,emerging
Jordan,JOR,Middle East,2019,8,37530,26109,0.696,309.51,8081115.18,emerging
Jordan,JOR,Middle East,2019,9,38343,34035,0.888,230.26,7836843.66,emerging
Jordan,JOR,Middle East,2019,10,60381,46912,0.777,195.89,9189631.78,emerging
Jordan,JOR,Middle East,2019,11,80167,48378,0.603,209.17,10119126.47,emerging
Jordan,JOR,Middle East,2019,12,63169,46355,0.734,270.42,12535505.72,emerging
Jordan,JOR,Middle East,2020,1,17442,15351,0.88,172.16,2642897.16,emerging
Jordan,JOR,Middle East,2020,2,16427,11620,0.707,184.71,2146337.31,emerging
Jordan,JOR,Middle East,2020,3,18552,16961,0.914,206.94,3509905.79,emerging
Jordan,JOR,Middle East,2020,4,18988,15384,0.81,211.96,3260732.55,emerging
Jordan,JOR,Middle East,2020,5,13377,12361,0.924,199.62,2467529.5,emerging
Jordan,JOR,Middle East,2020,6,11450,8973,0.784,278.56,2499517.78,emerging
Jordan,JOR,Middle East,2020,7,7666,4797,0.626,312.33,1498231.17,emerging
Jordan,JOR,Middle East,2020,8,9566,7042,0.736,329.27,2318747.27,emerging
Jordan,JOR,Middle East,2020,9,15355,9734,0.634,218.38,2125667.61,emerging
Jordan,JOR,Middle East,2020,10,15668,12431,0.793,200.13,2487801.52,emerging
Jordan,JOR,Middle East,2020,11,17931,11485,0.641,181.31,2082339.39,emerging
Jordan,JOR,Middle East,2020,12,15371,10705,0.696,335.77,3594449.87,emerging
Jordan,JOR,Middle East,2021,1,34620,31239,0.902,202.6,6328965.0,emerging
Jordan,JOR,Middle East,2021,2,40705,26650,0.655,185.31,4938585.31,emerging
Jordan,JOR,Middle East,2021,3,38983,35412,0.908,170.7,6044897.32,emerging
Jordan,JOR,Middle East,2021,4,34479,21302,0.618,196.78,4191803.91,emerging
Jordan,JOR,Middle East,2021,5,36811,31681,0.861,176.73,5598904.44,emerging
Jordan,JOR,Middle East,2021,6,18227,13934,0.765,335.84,4679525.76,emerging
Jordan,JOR,Middle East,2021,7,16738,12547,0.75,288.33,3617620.38,emerging
Jordan,JOR,Middle East,2021,8,17989,15667,0.871,273.26,4281172.69,emerging
Jordan,JOR,Middle East,2021,9,30292,23212,0.766,206.54,4794255.78,emerging
Jordan,JOR,Middle East,2021,10,28914,26354,0.911,183.36,4832347.88,emerging
Jordan,JOR,Middle East,2021,11,41523,36511,0.879,202.02,7376041.28,emerging
Jordan,JOR,Middle East,2021,12,39183,36920,0.942,275.39,10167359.51,emerging
Jordan,JOR,Middle East,2022,1,56361,36898,0.655,192.52,7103639.65,emerging
Jordan,JOR,Middle East,2022,2,36939,22192,0.601,184.4,4092122.42,emerging
Jordan,JOR,Middle East,2022,3,45502,43009,0.945,215.98,9289262.7,emerging
Jordan,JOR,Middle East,2022,4,43373,29418,0.678,210.22,6184188.04,emerging
Jordan,JOR,Middle East,2022,5,44316,39491,0.891,199.81,7890547.79,emerging
Jordan,JOR,Middle East,2022,6,32068,25941,0.809,305.61,7927730.11,emerging
Jordan,JOR,Middle East,2022,7,22482,16426,0.731,256.25,4209209.43,emerging
Jordan,JOR,Middle East,2022,8,25589,19466,0.761,315.9,6149312.45,emerging
Jordan,JOR,Middle East,2022,9,37792,28453,0.753,179.39,5104097.24,emerging
Jordan,JOR,Middle East,2022,10,51201,45917,0.897,216.22,9928308.03,emerging
Jordan,JOR,Middle East,2022,11,77882,73217,0.94,216.64,15861594.23,emerging
Jordan,JOR,Middle East,2022,12,51333,34739,0.677,289.59,10060210.1,emerging
Australia,AUS,Oceania,2018,1,283074,210729,0.744,3546.35,747318190.28,mature
Australia,AUS,Oceania,2018,2,261833,192465,0.735,4154.99,799689644.73,mature
Australia,AUS,Oceania,2018,3,224125,200615,0.895,4316.33,865921441.52,mature
Australia,AUS,Oceania,2018,4,173950,145018,0.834,3799.74,551030832.83,mature
Australia,AUS,Oceania,2018,5,182040,162535,0.893,3733.92,606892695.32,mature
Australia,AUS,Oceania,2018,6,117564,84681,0.72,5859.62,496198278.28,mature
Australia,AUS,Oceania,2018,7,89298,77924,0.873,5179.11,403576635.02,mature
Australia,AUS,Oceania,2018,8,127682,85442,0.669,5901.93,504272725.93,mature
Australia,AUS,Oceania,2018,9,132378,96481,0.729,4452.92,429621766.87,mature
Australia,AUS,Oceania,2018,10,197965,177825,0.898,4014.83,713937459.28,mature
Australia,AUS,Oceania,2018,11,184758,161200,0.872,4479.63,722116443.63,mature
Australia,AUS,Oceania,2018,12,176280,107540,0.61,5238.8,563380487.71,mature
Australia,AUS,Oceania,2019,1,268956,218378,0.812,3827.31,835801229.24,mature
Australia,AUS,Oceania,2019,2,230513,205239,0.89,4449.77,913267087.96,mature
Australia,AUS,Oceania,2019,3,231445,200419,0.866,3696.47,740842385.95,mature
Australia,AUS,Oceania,2019,4,194126,176620,0.91,4272.59,754625457.12,mature
Australia,AUS,Oceania,2019,5,170882,106431,0.623,3348.89,356425731.18,mature
Australia,AUS,Oceania,2019,6,122193,98180,0.803,5835.04,572884060.11,mature
Australia,AUS,Oceania,2019,7,177543,149698,0.843,5435.05,813616836.24,mature
Australia,AUS,Oceania,2019,8,131239,117765,0.897,5708.38,672247343.74,mature
Australia,AUS,Oceania,2019,9,197712,157734,0.798,3432.98,541497230.14,mature
Australia,AUS,Oceania,2019,10,149586,109490,0.732,3747.42,410304850.82,mature
Australia,AUS,Oceania,2019,11,220870,181393,0.821,4499.06,816098788.52,mature
Australia,AUS,Oceania,2019,12,232464,179881,0.774,5775.04,1038820299.73,mature
Australia,AUS,Oceania,2020,1,85069,54438,0.64,4537.36,247005052.66,mature
Australia,AUS,Oceania,2020,2,61671,56642,0.918,4497.1,254724934.42,mature
Australia,AUS,Oceania,2020,3,60294,38357,0.636,4009.52,153792983.65,mature
Australia,AUS,Oceania,2020,4,55825,48914,0.876,3359.68,164335569.38,mature
Australia,AUS,Oceania,2020,5,36213,33423,0.923,4526.73,151296984.02,mature
Australia,AUS,Oceania,2020,6,32873,29740,0.905,5191.31,154389661.31,mature
Australia,AUS,Oceania,2020,7,44075,30722,0.697,6533.38,200718552.25,mature
Australia,AUS,Oceania,2020,8,51187,37862,0.74,5413.61,204969950.16,mature
Australia,AUS,Oceania,2020,9,39263,32913,0.838,4408.54,145098321.97,mature
Australia,AUS,Oceania,2020,10,65024,58012,0.892,4266.96,247535023.47,mature
Australia,AUS,Oceania,2020,11,57437,49696,0.865,3560.16,176925601.61,mature
Australia,AUS,Oceania,2020,12,69964,49865,0.713,6593.07,328763424.25,mature
Australia,AUS,Oceania,2021,1,146926,103212,0.702,3596.03,371153425.87,mature
Australia,AUS,Oceania,2021,2,150176,95846,0.638,4480.03,429392989.28,mature
Australia,AUS,Oceania,2021,3,103824,73028,0.703,3357.01,245155492.11,mature
Australia,AUS,Oceania,2021,4,101445,75743,0.747,3757.39,284595832.31,mature
Australia,AUS,Oceania,2021,5,79881,49067,0.614,3671.97,180172525.0,mature
Australia,AUS,Oceania,2021,6,88544,66724,0.754,5429.78,362296595.58,mature
Australia,AUS,Oceania,2021,7,61771,49049,0.794,5448.78,267257353.36,mature
Australia,AUS,Oceania,2021,8,85714,81111,0.946,5017.94,407010217.02,mature
Australia,AUS,Oceania,2021,9,79357,52588,0.663,3853.25,202634685.68,mature
Australia,AUS,Oceania,2021,10,83189,63816,0.767,4449.54,283952124.67,mature
Australia,AUS,Oceania,2021,11,95806,69720,0.728,4241.61,295724773.32,mature
Australia,AUS,Oceania,2021,12,112601,70617,0.627,5990.78,423051235.14,mature
Australia,AUS,Oceania,2022,1,164541,144898,0.881,3382.73,490150852.48,mature
Australia,AUS,Oceania,2022,2,185181,159078,0.859,3599.49,572599447.28,mature
Australia,AUS,Oceania,2022,3,137902,91217,0.661,4357.67,397493668.33,mature
Australia,AUS,Oceania,2022,4,152958,102380,0.669,4186.2,428583103.42,mature
Australia,AUS,Oceania,2022,5,137018,130058,0.949,3784.55,492211079.22,mature
Australia,AUS,Oceania,2022,6,108597,82127,0.756,6431.3,528183733.91,mature
Australia,AUS,Oceania,2022,7,76817,50803,0.661,6352.42,322722231.99,mature
Australia,AUS,Oceania,2022,8,133969,94702,0.707,5934.72,562029590.63,mature
Australia,AUS,Oceania,2022,9,141390,85344,0.604,3332.3,284392140.34,mature
Australia,AUS,Oceania,2022,10,103332,83484,0.808,3645.54,304344622.21,mature
Australia,AUS,Oceania,2022,11,120476,111969,0.929,3450.13,386307813.17,mature
Australia,AUS,Oceania,2022,12,218346,199340,0.913,5220.32,1040618379.68,mature
New Zealand,NEW,Oceania,2018,1,44106,35321,0.801,3000.48,105980095.67,mature
New Zealand,NEW,Oceania,2018,2,48299,38356,0.794,3417.66,131087700.05,mature
New Zealand,NEW,Oceania,2018,3,27799,24078,0.866,2739.72,65966943.71,mature
New Zealand,NEW,Oceania,2018,4,30230,19082,0.631,2941.12,56122400.26,mature
New Zealand,NEW,Oceania,2018,5,34111,21645,0.635,2780.45,60182740.69,mature
New Zealand,NEW,Oceania,2018,6,23013,14644,0.636,4740.52,69420162.88,mature
New Zealand,NEW,Oceania,2018,7,25664,22906,0.893,4515.71,103436835.35,mature
New Zealand,NEW,Oceania,2018,8,26279,18182,0.692,4605.5,83737183.52,mature
New Zealand,NEW,Oceania,2018,9,33475,31458,0.94,3434.93,108056016.13,mature
New Zealand,NEW,Oceania,2018,10,43757,31768,0.726,2867.73,91102172.77,mature
New Zealand,NEW,Oceania,2018,11,46184,39496,0.855,3185.62,125819291.62,mature
New Zealand,NEW,Oceania,2018,12,42402,37808,0.892,4510.07,170516723.58,mature
New Zealand,NEW,Oceania,2019,1,54857,49530,0.903,2892.53,143266923.07,mature
New Zealand,NEW,Oceania,2019,2,45213,34500,0.763,3080.14,106264734.33,mature
New Zealand,NEW,Oceania,2019,3,33628,25604,0.761,3045.88,77986821.25,mature
New Zealand,NEW,Oceania,2019,4,37890,33971,0.897,2814.01,95594806.96,mature
New Zealand,NEW,Oceania,2019,5,36474,27034,0.741,3176.33,85868844.72,mature
New Zealand,NEW,Oceania,2019,6,17969,12040,0.67,4739.07,57058392.86,mature
New Zealand,NEW,Oceania,2019,7,18679,17539,0.939,4020.19,70510154.77,mature
New Zealand,NEW,Oceania,2019,8,30373,23708,0.781,4491.36,106481280.53,mature
New Zealand,NEW,Oceania,2019,9,28129,20473,0.728,2667.63,54614323.96,mature
New Zealand,NEW,Oceania,2019,10,40295,31944,0.793,3190.64,101921652.98,mature
New Zealand,NEW,Oceania,2019,11,40974,31298,0.764,2740.53,85772968.66,mature
New Zealand,NEW,Oceania,2019,12,43169,38700,0.896,3963.79,153398595.26,mature
New Zealand,NEW,Oceania,2020,1,13696,8280,0.605,2752.16,22787864.23,mature
New Zealand,NEW,Oceania,2020,2,14119,10726,0.76,2986.4,32032172.18,mature
New Zealand,NEW,Oceania,2020,3,11705,7984,0.682,2785.36,22238319.58,mature
New Zealand,NEW,Oceania,2020,4,11674,9203,0.788,2533.78,23318419.2,mature
New Zealand,NEW,Oceania,2020,5,10728,8765,0.817,2594.28,22738900.64,mature
New Zealand,NEW,Oceania,2020,6,8809,6895,0.783,4037.98,27841882.98,mature
New Zealand,NEW,Oceania,2020,7,6440,5206,0.808,4939.35,25714254.01,mature
New Zealand,NEW,Oceania,2020,8,7102,5011,0.706,3928.85,19687455.02,mature
New Zealand,NEW,Oceania,2020,9,11880,10645,0.896,2685.67,28588935.48,mature
New Zealand,NEW,Oceania,2020,10,8685,7374,0.849,3202.84,23617740.91,mature
New Zealand,NEW,Oceania,2020,11,9132,7614,0.834,2783.58,21194200.5,mature
New Zealand,NEW,Oceania,2020,12,11039,7877,0.714,4435.7,34940004.35,mature
New Zealand,NEW,Oceania,2021,1,31580,24459,0.775,2801.65,68525565.85,mature
New Zealand,NEW,Oceania,2021,2,26677,16520,0.619,3273.25,54074113.99,mature
New Zealand,NEW,Oceania,2021,3,25978,17892,0.689,2707.39,48440603.05,mature
New Zealand,NEW,Oceania,2021,4,23531,18721,0.796,2563.48,47990922.8,mature
New Zealand,NEW,Oceania,2021,5,21310,15389,0.722,2843.34,43756127.61,mature
New Zealand,NEW,Oceania,2021,6,18822,15649,0.831,4225.18,66119815.41,mature
New Zealand,NEW,Oceania,2021,7,11280,8948,0.793,4567.73,40872009.99,mature
New Zealand,NEW,Oceania,2021,8,19629,15105,0.77,4593.58,69385981.5,mature
New Zealand,NEW,Oceania,2021,9,16793,15333,0.913,2829.22,43380414.06,mature
New Zealand,NEW,Oceania,2021,10,18269,16818,0.921,3285.95,55263054.4,mature
New Zealand,NEW,Oceania,2021,11,22644,19162,0.846,3390.26,64964072.72,mature
New Zealand,NEW,Oceania,2021,12,24298,19765,0.813,4609.97,91115966.33,mature
New Zealand,NEW,Oceania,2022,1,31388,23997,0.765,2804.44,67298213.32,mature
New Zealand,NEW,Oceania,2022,2,35585,29599,0.832,2660.95,78761393.44,mature
New Zealand,NEW,Oceania,2022,3,27259,20142,0.739,2824.46,56890357.46,mature
New Zealand,NEW,Oceania,2022,4,23674,21920,0.926,3188.19,69885222.91,mature
New Zealand,NEW,Oceania,2022,5,28303,18757,0.663,3104.46,58230393.51,mature
New Zealand,NEW,Oceania,2022,6,28143,21649,0.769,4048.08,87636853.09,mature
New Zealand,NEW,Oceania,2022,7,17370,12037,0.693,4356.03,52433591.24,mature
New Zealand,NEW,Oceania,2022,8,25809,23197,0.899,4300.3,99754002.16,mature
New Zealand,NEW,Oceania,2022,9,28939,27424,0.948,3197.2,87679925.16,mature
New Zealand,NEW,Oceania,2022,10,32368,29724,0.918,2839.55,84402671.29,mature
New Zealand,NEW,Oceania,2022,11,26955,25484,0.945,2983.49,76031318.62,mature
New Zealand,NEW,Oceania,2022,12,45199,39972,0.884,4280.87,171114976.14,mature
Fiji,FIJ,Pacific Islands,2018,1,3093,2440,0.789,259.82,633959.44,emerging
Fiji,FIJ,Pacific Islands,2018,2,2328,1839,0.79,250.81,461244.91,emerging
Fiji,FIJ,Pacific Islands,2018,3,2839,1888,0.665,303.62,573239.19,emerging
Fiji,FIJ,Pacific Islands,2018,4,2838,2276,0.802,276.91,630256.32,emerging
Fiji,FIJ,Pacific Islands,2018,5,2779,1688,0.607,267.39,451355.5,emerging
Fiji,FIJ,Pacific Islands,2018,6,2393,1734,0.725,387.67,672222.36,emerging
Fiji,FIJ,Pacific Islands,2018,7,2346,1619,0.69,420.69,681095.95,emerging
Fiji,FIJ,Pacific Islands,2018,8,2540,2092,0.824,421.73,882255.27,emerging
