Country,Country_Code,Region,Year,Month,Hotel_Bookings,Average_Daily_Rate,Occupancy_Rate,Revenue,Tourism_Maturity
Sri Lanka,SRI,Asia,2019,11,81908,256.67,0.537,11279925.1,emerging
Sri Lanka,SRI,Asia,2019,12,68908,441.3,0.924,28108045.91,emerging
Sri Lanka,SRI,Asia,2020,1,20024,326.05,0.925,6038446.35,emerging
Sri Lanka,SRI,Asia,2020,2,14968,224.95,0.729,2455845.45,emerging
Sri Lanka,SRI,Asia,2020,3,21211,300.42,0.434,2765793.32,emerging
Sri Lanka,SRI,Asia,2020,4,29699,270.01,0.551,4418560.97,emerging
Sri Lanka,SRI,Asia,2020,5,22748,277.2,0.594,3747081.61,emerging
Sri Lanka,SRI,Asia,2020,6,23192,572.6,0.913,12124438.94,emerging
Sri Lanka,SRI,Asia,2020,7,30260,572.97,0.945,16387198.29,emerging
Sri Lanka,SRI,Asia,2020,8,25444,487.23,0.927,11498093.35,emerging
Sri Lanka,SRI,Asia,2020,9,28813,258.07,0.779,5793620.33,emerging
Sri Lanka,SRI,Asia,2020,10,18274,278.3,0.525,2670745.95,emerging
Sri Lanka,SRI,Asia,2020,11,19506,224.74,0.884,3877053.6,emerging
Sri Lanka,SRI,Asia,2020,12,22022,429.82,0.448,4239055.86,emerging
Sri Lanka,SRI,Asia,2021,1,50907,382.87,0.48,9350868.21,emerging
Sri Lanka,SRI,Asia,2021,2,30055,294.13,0.71,6274941.9,emerging
Sri Lanka,SRI,Asia,2021,3,38032,272.4,0.633,6562699.56,emerging
Sri Lanka,SRI,Asia,2021,4,44326,370.45,0.423,6947188.75,emerging
Sri Lanka,SRI,Asia,2021,5,49573,353.37,0.859,15041903.03,emerging
Sri Lanka,SRI,Asia,2021,6,41061,571.8,0.781,18345022.04,emerging
Sri Lanka,SRI,Asia,2021,7,62407,488.97,0.563,17192898.1,emerging
Sri Lanka,SRI,Asia,2021,8,54941,462.59,0.719,18274723.51,emerging
Sri Lanka,SRI,Asia,2021,9,60433,282.16,0.591,10083662.75,emerging
Sri Lanka,SRI,Asia,2021,10,45410,327.13,0.813,12082830.27,emerging
Sri Lanka,SRI,Asia,2021,11,34944,317.82,0.614,6820595.32,emerging
Sri Lanka,SRI,Asia,2021,12,46578,442.35,0.541,11152953.2,emerging
Sri Lanka,SRI,Asia,2022,1,52740,366.31,0.715,13819442.91,emerging
Sri Lanka,SRI,Asia,2022,2,58369,240.52,0.653,9168932.76,emerging
Sri Lanka,SRI,Asia,2022,3,64934,320.03,0.847,17592808.77,emerging
Sri Lanka,SRI,Asia,2022,4,77852,331.23,0.753,19413618.92,emerging
Sri Lanka,SRI,Asia,2022,5,115624,285.39,0.858,28313242.35,emerging
Sri Lanka,SRI,Asia,2022,6,96795,494.65,0.801,38351615.85,emerging
Sri Lanka,SRI,Asia,2022,7,77043,441.42,0.723,24573670.95,emerging
Sri Lanka,SRI,Asia,2022,8,81495,489.22,0.88,35087742.91,emerging
Sri Lanka,SRI,Asia,2022,9,55224,228.87,0.734,9271528.07,emerging
Sri Lanka,SRI,Asia,2022,10,61756,290.87,0.623,11193459.78,emerging
Sri Lanka,SRI,Asia,2022,11,44974,224.57,0.894,9030597.59,emerging
Sri Lanka,SRI,Asia,2022,12,49555,484.17,0.935,22423042.25,emerging
United Arab Emirates,UNI,Middle East,2018,1,30149,2593.64,0.68,53148470.47,emerging
United Arab Emirates,UNI,Middle East,2018,2,28606,3609.24,0.818,84502863.66,emerging
United Arab Emirates,UNI,Middle East,2018,3,28934,2710.59,0.656,51423748.61,emerging
United Arab Emirates,UNI,Middle East,2018,4,29329,3454.78,0.439,44460191.63,emerging
United Arab Emirates,UNI,Middle East,2018,5,15687,4068.24,0.483,30855815.11,emerging
United Arab Emirates,UNI,Middle East,2018,6,16622,5792.33,0.625,60206121.8,emerging
United Arab Emirates,UNI,Middle East,2018,7,14239,5275.64,0.713,53554618.4,emerging
United Arab Emirates,UNI,Middle East,2018,8,16411,6052.59,0.557,55284998.16,emerging
United Arab Emirates,UNI,Middle East,2018,9,22553,2601.15,0.616,36122563.4,emerging
United Arab Emirates,UNI,Middle East,2018,10,32890,2794.69,0.724,66582432.52,emerging
United Arab Emirates,UNI,Middle East,2018,11,28802,2584.65,0.688,51200258.73,emerging
United Arab Emirates,UNI,Middle East,2018,12,34493,4666.99,0.905,145649664.09,emerging
United Arab Emirates,UNI,Middle East,2019,1,29135,2614.36,0.511,38959412.07,emerging
United Arab Emirates,UNI,Middle East,2019,2,25503,2563.96,0.839,54848783.65,emerging
United Arab Emirates,UNI,Middle East,2019,3,34630,3076.25,0.923,98311322.07,emerging
United Arab Emirates,UNI,Middle East,2019,4,30360,2695.19,0.551,45063542.76,emerging
United Arab Emirates,UNI,Middle East,2019,5,18365,3265.84,0.56,33606815.05,emerging
United Arab Emirates,UNI,Middle East,2019,6,17797,5623.18,0.828,82814173.65,emerging
United Arab Emirates,UNI,Middle East,2019,7,17121,4825.62,0.464,38314307.95,emerging
United Arab Emirates,UNI,Middle East,2019,8,18352,4814.13,0.447,39466642.54,emerging
United Arab Emirates,UNI,Middle East,2019,9,27681,2970.09,0.816,67077694.69,emerging
United Arab Emirates,UNI,Middle East,2019,10,26272,4091.39,0.817,87838767.67,emerging
United Arab Emirates,UNI,Middle East,2019,11,28977,3283.26,0.709,67495574.16,emerging
United Arab Emirates,UNI,Middle East,2019,12,38157,5328.21,0.666,135381924.5,emerging
United Arab Emirates,UNI,Middle East,2020,1,6357,2874.91,0.92,16821254.8,emerging
United Arab Emirates,UNI,Middle East,2020,2,8914,2517.08,0.492,11039296.3,emerging
United Arab Emirates,UNI,Middle East,2020,3,12762,3417.01,0.828,36121681.39,emerging
United Arab Emirates,UNI,Middle East,2020,4,8624,3823.97,0.703,23178098.08,emerging
United Arab Emirates,UNI,Middle East,2020,5,6549,2662.96,0.716,12481463.34,emerging
United Arab Emirates,UNI,Middle East,2020,6,5949,5431.84,0.674,21784920.01,emerging
United Arab Emirates,UNI,Middle East,2020,7,4837,4527.23,0.418,9154774.73,emerging
United Arab Emirates,UNI,Middle East,2020,8,4889,4804.18,0.759,17820280.23,emerging
United Arab Emirates,UNI,Middle East,2020,9,7596,4096.69,0.859,26745458.15,emerging
United Arab Emirates,UNI,Middle East,2020,10,9146,3468.23,0.465,14734432.56,emerging
United Arab Emirates,UNI,Middle East,2020,11,8545,3670.29,0.742,23285771.16,emerging
United Arab Emirates,UNI,Middle East,2020,12,7346,4775.63,0.842,29529394.44,emerging
United Arab Emirates,UNI,Middle East,2021,1,15191,3819.22,0.736,42723460.39,emerging
United Arab Emirates,UNI,Middle East,2021,2,14951,2477.84,0.528,19554109.52,emerging
United Arab Emirates,UNI,Middle East,2021,3,22706,3814.92,0.716,62035646.45,emerging
United Arab Emirates,UNI,Middle East,2021,4,13943,3521.09,0.656,32227416.25,emerging
United Arab Emirates,UNI,Middle East,2021,5,12814,2936.74,0.861,32407096.96,emerging
United Arab Emirates,UNI,Middle East,2021,6,12157,5039.56,0.857,52496695.42,emerging
United Arab Emirates,UNI,Middle East,2021,7,10422,4772.38,0.443,22020975.84,emerging
United Arab Emirates,UNI,Middle East,2021,8,13840,5960.01,0.844,69626291.49,emerging
United Arab Emirates,UNI,Middle East,2021,9,16242,2651.17,0.452,19451346.8,emerging
United Arab Emirates,UNI,Middle East,2021,10,16291,3878.45,0.929,58694881.11,emerging
United Arab Emirates,UNI,Middle East,2021,11,17966,3718.8,0.716,47812573.06,emerging
United Arab Emirates,UNI,Middle East,2021,12,14445,5405.82,0.843,65848219.24,emerging
United Arab Emirates,UNI,Middle East,2022,1,22192,3951.46,0.53,46471168.86,emerging
United Arab Emirates,UNI,Middle East,2022,2,21594,2683.1,0.86,49847709.3,emerging
United Arab Emirates,UNI,Middle East,2022,3,28135,3778.75,0.692,73588943.73,emerging
United Arab Emirates,UNI,Middle East,2022,4,18909,3795.89,0.633,45428649.52,emerging
United Arab Emirates,UNI,Middle East,2022,5,21909,2581.14,0.75,42410986.65,emerging
United Arab Emirates,UNI,Middle East,2022,6,14981,6018.45,0.523,47189010.87,emerging
United Arab Emirates,UNI,Middle East,2022,7,14863,5217.2,0.611,47342054.79,emerging
United Arab Emirates,UNI,Middle East,2022,8,13337,4702.88,0.86,53962757.09,emerging
United Arab Emirates,UNI,Middle East,2022,9,24310,3065.63,0.856,63768959.78,emerging
United Arab Emirates,UNI,Middle East,2022,10,21587,3482.61,0.877,65969445.22,emerging
United Arab Emirates,UNI,Middle East,2022,11,35159,3049.19,0.81,86824124.86,emerging
United Arab Emirates,UNI,Middle East,2022,12,23745,5917.04,0.692,97214670.4,emerging
Saudi Arabia,SAU,Middle East,2018,1,109934,1360.29,0.725,108345072.59,emerging
Saudi Arabia,SAU,Middle East,2018,2,103164,1849.18,0.783,149296103.12,emerging
Saudi Arabia,SAU,Middle East,2018,3,126563,2010.83,0.521,132541933.6,emerging
Saudi Arabia,SAU,Middle East,2018,4,108453,1400.31,0.742,112717962.77,emerging
Saudi Arabia,SAU,Middle East,2018,5,102912,1381.03,0.867,123269234.8,emerging
Saudi Arabia,SAU,Middle East,2018,6,64491,2855.47,0.57,104947252.1,emerging
Saudi Arabia,SAU,Middle East,2018,7,54061,3283.17,0.511,90686232.44,emerging
Saudi Arabia,SAU,Middle East,2018,8,66340,2468.58,0.52,85132153.48,emerging
Saudi Arabia,SAU,Middle East,2018,9,93408,1566.39,0.942,137852349.88,emerging
Saudi Arabia,SAU,Middle East,2018,10,105068,1763.22,0.42,77803208.76,emerging
Saudi Arabia,SAU,Middle East,2018,11,134539,1448.29,0.696,135634098.42,emerging
Saudi Arabia,SAU,Middle East,2018,12,91528,2774.34,0.754,191415965.8,emerging
Saudi Arabia,SAU,Middle East,2019,1,117930,1429.95,0.675,113789258.93,emerging
Saudi Arabia,SAU,Middle East,2019,2,107123,1695.82,0.491,89230860.92,emerging
Saudi Arabia,SAU,Middle East,2019,3,132633,1483.39,0.469,92313314.69,emerging
Saudi Arabia,SAU,Middle East,2019,4,112464,1785.66,0.44,88364630.39,emerging
Saudi Arabia,SAU,Middle East,2019,5,92241,2201.58,0.93,188915407.22,emerging
Saudi Arabia,SAU,Middle East,2019,6,80894,2637.03,0.412,87957081.96,emerging
Saudi Arabia,SAU,Middle East,2019,7,69717,2443.26,0.513,87399107.8,emerging
Saudi Arabia,SAU,Middle East,2019,8,60736,2556.11,0.859,133293180.57,emerging
Saudi Arabia,SAU,Middle East,2019,9,98768,1983.31,0.849,166282939.53,emerging
Saudi Arabia,SAU,Middle East,2019,10,96960,1958.58,0.595,113069765.55,emerging
Saudi Arabia,SAU,Middle East,2019,11,131202,1400.26,0.788,144782267.41,emerging
Saudi Arabia,SAU,Middle East,2019,12,116635,2432.11,0.452,128106783.53,emerging
Saudi Arabia,SAU,Middle East,2020,1,25405,1684.12,0.56,23956587.85,emerging
Saudi Arabia,SAU,Middle East,2020,2,33992,1723.88,0.666,39055488.03,emerging
Saudi Arabia,SAU,Middle East,2020,3,37971,1621.01,0.594,36577795.94,emerging
Saudi Arabia,SAU,Middle East,2020,4,27434,2005.64,0.408,22444816.13,emerging
Saudi Arabia,SAU,Middle East,2020,5,20709,1484.05,0.593,18236473.08,emerging
Saudi Arabia,SAU,Middle East,2020,6,20252,3007.04,0.855,52097142.87,emerging
Saudi Arabia,SAU,Middle East,2020,7,11850,2909.94,0.602,20768959.01,emerging
Saudi Arabia,SAU,Middle East,2020,8,17334,2963.1,0.891,45788482.25,emerging
Saudi Arabia,SAU,Middle East,2020,9,22287,1368.05,0.745,22713763.98,emerging
Saudi Arabia,SAU,Middle East,2020,10,26263,1437.87,0.464,17536963.06,emerging
Saudi Arabia,SAU,Middle East,2020,11,43547,1564.43,0.949,64623611.2,emerging
Saudi Arabia,SAU,Middle East,2020,12,29749,2587.3,0.746,57409155.19,emerging
Saudi Arabia,SAU,Middle East,2021,1,42223,1742.56,0.665,48958764.09,emerging
Saudi Arabia,SAU,Middle East,2021,2,60254,2020.4,0.519,63198257.34,emerging
Saudi Arabia,SAU,Middle East,2021,3,79540,2016.03,0.583,93521976.84,emerging
Saudi Arabia,SAU,Middle East,2021,4,51204,1545.17,0.583,46122415.09,emerging
Saudi Arabia,SAU,Middle East,2021,5,51267,1330.66,0.903,61594657.99,emerging
Saudi Arabia,SAU,Middle East,2021,6,40753,2648.93,0.46,49669545.53,emerging
Saudi Arabia,SAU,Middle East,2021,7,31257,3162.66,0.738,72989455.3,emerging
Saudi Arabia,SAU,Middle East,2021,8,32038,3194.02,0.84,85997228.53,emerging
Saudi Arabia,SAU,Middle East,2021,9,61302,2067.82,0.741,93905943.5,emerging
Saudi Arabia,SAU,Middle East,2021,10,61783,1632.02,0.523,52741747.65,emerging
Saudi Arabia,SAU,Middle East,2021,11,68242,2106.33,0.727,104454689.87,emerging
Saudi Arabia,SAU,Middle East,2021,12,80870,2720.36,0.782,172108436.34,emerging
Saudi Arabia,SAU,Middle East,2022,1,89015,1904.8,0.755,127976078.78,emerging
Saudi Arabia,SAU,Middle East,2022,2,64213,1420.1,0.938,85557779.74,emerging
Saudi Arabia,SAU,Middle East,2022,3,73316,1718.32,0.634,79845498.36,emerging
Saudi Arabia,SAU,Middle East,2022,4,82285,2007.43,0.81,133787120.53,emerging
Saudi Arabia,SAU,Middle East,2022,5,74298,1651.85,0.71,87174283.68,emerging
Saudi Arabia,SAU,Middle East,2022,6,64129,3306.34,0.933,197849854.54,emerging
Saudi Arabia,SAU,Middle East,2022,7,50981,2523.77,0.413,53106480.56,emerging
Saudi Arabia,SAU,Middle East,2022,8,61326,3165.67,0.81,157348293.28,emerging
Saudi Arabia,SAU,Middle East,2022,9,57698,1876.63,0.574,62144676.24,emerging
Saudi Arabia,SAU,Middle East,2022,10,87312,1639.84,0.903,129218198.46,emerging
Saudi Arabia,SAU,Middle East,2022,11,100679,1819.4,0.599,109637880.85,emerging
Saudi Arabia,SAU,Middle East,2022,12,76204,2911.4,0.908,201490692.12,emerging
Qatar,QAT,Middle East,2018,1,6563,3954.36,0.821,21319745.7,emerging
Qatar,QAT,Middle East,2018,2,8716,3820.51,0.677,22538048.94,emerging
Qatar,QAT,Middle East,2018,3,9667,3525.38,0.56,19098060.51,emerging
Qatar,QAT,Middle East,2018,4,9808,4685.4,0.419,19275954.77,emerging
Qatar,QAT,Middle East,2018,5,6034,4975.5,0.51,15300738.45,emerging
Qatar,QAT,Middle East,2018,6,5813,7994.85,0.659,30638401.99,emerging
Qatar,QAT,Middle East,2018,7,4335,7299.99,0.529,16749644.55,emerging
Qatar,QAT,Middle East,2018,8,5852,7742.84,0.584,26479188.83,emerging
Qatar,QAT,Middle East,2018,9,6228,4387.63,0.56,15306109.29,emerging
Qatar,QAT,Middle East,2018,10,7985,5005.31,0.642,25676188.56,emerging
Qatar,QAT,Middle East,2018,11,9021,4306.73,0.556,21597546.98,emerging
Qatar,QAT,Middle East,2018,12,6645,6998.42,0.577,26817317.81,emerging
Qatar,QAT,Middle East,2019,1,10436,5304.04,0.618,34188017.18,emerging
Qatar,QAT,Middle East,2019,2,8045,5434.73,0.942,41170837.48,emerging
Qatar,QAT,Middle East,2019,3,10202,4920.81,0.729,36605556.81,emerging
Qatar,QAT,Middle East,2019,4,7877,5178.65,0.73,29782989.98,emerging
Qatar,QAT,Middle East,2019,5,6922,5107.62,0.644,22776586.16,emerging
Qatar,QAT,Middle East,2019,6,5434,7315.98,0.795,31587520.37,emerging
Qatar,QAT,Middle East,2019,7,5176,8395.66,0.832,36168986.8,emerging
Qatar,QAT,Middle East,2019,8,4630,8568.99,0.551,21867809.92,emerging
Qatar,QAT,Middle East,2019,9,9380,3896.6,0.642,23458061.11,emerging
Qatar,QAT,Middle East,2019,10,9814,4978.28,0.629,30719087.18,emerging
Qatar,QAT,Middle East,2019,11,11905,4755.44,0.552,31231104.86,emerging
Qatar,QAT,Middle East,2019,12,9922,6842.36,0.782,53069116.6,emerging
Qatar,QAT,Middle East,2020,1,2342,4755.0,0.621,6910996.5,emerging
Qatar,QAT,Middle East,2020,2,2340,4674.33,0.755,8257274.54,emerging
Qatar,QAT,Middle East,2020,3,3820,5448.68,0.794,16535275.01,emerging
Qatar,QAT,Middle East,2020,4,2451,4372.83,0.418,4478879.82,emerging
Qatar,QAT,Middle East,2020,5,1801,5486.04,0.611,6039008.66,emerging
Qatar,QAT,Middle East,2020,6,1425,7007.28,0.551,5499671.42,emerging
Qatar,QAT,Middle East,2020,7,984,7841.68,0.646,4988055.71,emerging
Qatar,QAT,Middle East,2020,8,1443,7678.4,0.839,9300106.06,emerging
Qatar,QAT,Middle East,2020,9,2192,5298.35,0.675,7834573.83,emerging
Qatar,QAT,Middle East,2020,10,2380,5693.59,0.43,5824760.55,emerging
Qatar,QAT,Middle East,2020,11,2799,4439.82,0.738,9167153.59,emerging
Qatar,QAT,Middle East,2020,12,1745,8099.15,0.707,9996274.21,emerging
Qatar,QAT,Middle East,2021,1,4390,4449.33,0.686,13393818.16,emerging
Qatar,QAT,Middle East,2021,2,4111,3681.26,0.559,8464257.52,emerging
Qatar,QAT,Middle East,2021,3,6068,4851.42,0.664,19549110.21,emerging
Qatar,QAT,Middle East,2021,4,4964,4780.59,0.569,13499839.26,emerging
Qatar,QAT,Middle East,2021,5,3850,5604.15,0.73,15749407.68,emerging
Qatar,QAT,Middle East,2021,6,3628,7476.15,0.816,22134507.42,emerging
Qatar,QAT,Middle East,2021,7,2819,6475.27,0.89,16237728.84,emerging
Qatar,QAT,Middle East,2021,8,2512,6680.45,0.448,7525113.04,emerging
Qatar,QAT,Middle East,2021,9,4429,5133.68,0.785,17850636.17,emerging
Qatar,QAT,Middle East,2021,10,5160,4267.42,0.709,15603806.07,emerging
Qatar,QAT,Middle East,2021,11,6002,5805.94,0.572,19925308.47,emerging
Qatar,QAT,Middle East,2021,12,6439,6706.91,0.82,35421031.77,emerging
Qatar,QAT,Middle East,2022,1,8228,5409.23,0.416,18505037.36,emerging
Qatar,QAT,Middle East,2022,2,5072,3586.06,0.726,13207162.55,emerging
Qatar,QAT,Middle East,2022,3,6483,5626.9,0.657,23973449.03,emerging
Qatar,QAT,Middle East,2022,4,5996,3927.25,0.404,9523677.57,emerging
Qatar,QAT,Middle East,2022,5,7509,5406.06,0.949,38518434.2,emerging
Qatar,QAT,Middle East,2022,6,4111,6391.09,0.529,13901485.66,emerging
Qatar,QAT,Middle East,2022,7,3731,8691.14,0.457,14817946.38,emerging
Qatar,QAT,Middle East,2022,8,4044,8056.29,0.767,24987410.59,emerging
Qatar,QAT,Middle East,2022,9,4981,5400.07,0.471,12664229.41,emerging
Qatar,QAT,Middle East,2022,10,9672,3906.52,0.445,16804129.31,emerging
Qatar,QAT,Middle East,2022,11,8736,3874.33,0.69,23347686.84,emerging
Qatar,QAT,Middle East,2022,12,9479,7541.85,0.763,54570126.62,emerging
Turkey,TUR,Middle East,2018,1,287077,514.05,0.936,138088834.77,emerging
Turkey,TUR,Middle East,2018,2,309733,530.43,0.647,106304594.15,emerging
Turkey,TUR,Middle East,2018,3,271610,572.61,0.718,111652341.21,emerging
Turkey,TUR,Middle East,2018,4,252466,578.98,0.478,69821165.04,emerging
Turkey,TUR,Middle East,2018,5,217602,620.13,0.534,72088903.0,emerging
Turkey,TUR,Middle East,2018,6,164288,1200.98,0.552,108917799.2,emerging
Turkey,TUR,Middle East,2018,7,145998,1183.77,0.59,101997992.11,emerging
Turkey,TUR,Middle East,2018,8,146714,1197.62,0.516,90729996.89,emerging
Turkey,TUR,Middle East,2018,9,185630,739.28,0.697,95613366.05,emerging
Turkey,TUR,Middle East,2018,10,290371,700.64,0.51,103670260.97,emerging
Turkey,TUR,Middle East,2018,11,226100,695.51,0.829,130370560.59,emerging
Turkey,TUR,Middle East,2018,12,279577,1089.57,0.936,285099433.73,emerging
Turkey,TUR,Middle East,2019,1,256154,578.45,0.588,87084062.72,emerging
Turkey,TUR,Middle East,2019,2,195907,729.16,0.422,60246295.04,emerging
Turkey,TUR,Middle East,2019,3,240554,609.61,0.776,113771470.85,emerging
Turkey,TUR,Middle East,2019,4,326551,791.46,0.5,129262893.13,emerging
Turkey,TUR,Middle East,2019,5,209781,514.81,0.571,61644154.38,emerging
Turkey,TUR,Middle East,2019,6,199704,1100.4,0.482,106024315.74,emerging
Turkey,TUR,Middle East,2019,7,119027,1007.29,0.616,73885884.68,emerging
Turkey,TUR,Middle East,2019,8,151394,1061.84,0.915,147145574.49,emerging
Turkey,TUR,Middle East,2019,9,216761,807.44,0.818,143237961.5,emerging
Turkey,TUR,Middle East,2019,10,291028,682.88,0.401,79732480.78,emerging
Turkey,TUR,Middle East,2019,11,348854,632.14,0.465,102493784.32,emerging
Turkey,TUR,Middle East,2019,12,234542,1200.8,0.929,261619811.96,emerging
Turkey,TUR,Middle East,2020,1,78323,699.38,0.868,47557032.42,emerging
Turkey,TUR,Middle East,2020,2,66849,555.21,0.555,20600350.55,emerging
Turkey,TUR,Middle East,2020,3,96537,561.38,0.581,31490644.36,emerging
Turkey,TUR,Middle East,2020,4,67842,808.96,0.916,50257325.94,emerging
Turkey,TUR,Middle East,2020,5,53462,839.5,0.489,21938206.04,emerging
Turkey,TUR,Middle East,2020,6,47815,1277.73,0.68,41564177.52,emerging
Turkey,TUR,Middle East,2020,7,32936,1111.68,0.831,30417819.41,emerging
Turkey,TUR,Middle East,2020,8,39243,1247.03,0.713,34905111.76,emerging
Turkey,TUR,Middle East,2020,9,80956,687.61,0.734,40852493.95,emerging
Turkey,TUR,Middle East,2020,10,78768,657.16,0.44,22800003.67,emerging
Turkey,TUR,Middle East,2020,11,70284,728.62,0.506,25901300.38,emerging
Turkey,TUR,Middle East,2020,12,66849,1041.51,0.418,29079181.68,emerging
Turkey,TUR,Middle East,2021,1,125072,597.14,0.468,34977401.36,emerging
Turkey,TUR,Middle East,2021,2,152569,807.45,0.411,50623672.86,emerging
Turkey,TUR,Middle East,2021,3,137926,844.28,0.612,71253747.34,emerging
Turkey,TUR,Middle East,2021,4,174137,602.72,0.52,54570136.46,emerging
Turkey,TUR,Middle East,2021,5,111321,534.68,0.893,53154831.12,emerging
Turkey,TUR,Middle East,2021,6,105568,1279.62,0.869,117338883.79,emerging
Turkey,TUR,Middle East,2021,7,91929,1173.99,0.854,92211985.59,emerging
Turkey,TUR,Middle East,2021,8,81196,1075.65,0.752,65718618.55,emerging
Turkey,TUR,Middle East,2021,9,150163,741.77,0.861,95955038.31,emerging
Turkey,TUR,Middle East,2021,10,160596,762.23,0.939,114942621.73,emerging
Turkey,TUR,Middle East,2021,11,157429,837.69,0.687,90639034.63,emerging
Turkey,TUR,Middle East,2021,12,165123,1252.03,0.625,129276183.72,emerging
Turkey,TUR,Middle East,2022,1,195698,693.79,0.411,55735415.87,emerging
Turkey,TUR,Middle East,2022,2,159440,608.79,0.91,88366170.23,emerging
Turkey,TUR,Middle East,2022,3,174284,669.36,0.921,107454494.14,emerging
Turkey,TUR,Middle East,2022,4,237371,756.49,0.724,130033698.48,emerging
Turkey,TUR,Middle East,2022,5,154865,636.1,0.45,44287701.65,emerging
Turkey,TUR,Middle East,2022,6,137235,1052.59,0.767,110835609.89,emerging
Turkey,TUR,Middle East,2022,7,107032,1103.16,0.705,83271362.22,emerging
Turkey,TUR,Middle East,2022,8,123756,1012.02,0.619,77565670.28,emerging
Turkey,TUR,Middle East,2022,9,137750,531.27,0.733,53611709.09,emerging
Turkey,TUR,Middle East,2022,10,183952,525.53,0.893,86367033.7,emerging
Turkey,TUR,Middle East,2022,11,237090,552.47,0.429,56242568.47,emerging
Turkey,TUR,Middle East,2022,12,159383,1105.68,0.768,135281556.11,emerging
Israel,ISR,Middle East,2018,1,54752,3984.61,0.748,163279152.94,mature
Israel,ISR,Middle East,2018,2,46021,4811.04,0.841,186157599.79,mature
Israel,ISR,Middle East,2018,3,60894,3991.26,0.88,213975429.06,mature
Israel,ISR,Middle East,2018,4,44912,4370.6,0.789,154800888.15,mature
Israel,ISR,Middle East,2018,5,41975,5677.03,0.501,119415184.2,mature
Israel,ISR,Middle East,2018,6,33098,7032.78,0.698,162374360.94,mature
Israel,ISR,Middle East,2018,7,26792,8485.45,0.4,90979972.1,mature
Israel,ISR,Middle East,2018,8,23670,7824.01,0.927,171675272.61,mature
Israel,ISR,Middle East,2018,9,44817,6176.54,0.629,174187131.58,mature
Israel,ISR,Middle East,2018,10,49051,4401.37,0.772,166597808.31,mature
Israel,ISR,Middle East,2018,11,55152,4385.93,0.431,104229487.57,mature
Israel,ISR,Middle East,2018,12,51409,7247.02,0.45,167722266.46,mature
Israel,ISR,Middle East,2019,1,52179,4518.16,0.696,163998085.63,mature
Israel,ISR,Middle East,2019,2,51156,3902.43,0.835,166716969.63,mature
Israel,ISR,Middle East,2019,3,43846,4755.2,0.723,150761128.98,mature
